seccion;grupo;familia;subfam;auxsbf;descripm
31;3;5;0;31350;CAT.31350
31;3;5;1;31351;CAT.31351
31;3;5;2;31352;CAT.31352
31;3;5;3;31353;CAT.31353
31;3;5;4;31354;CAT.31354
31;3;5;5;31355;CAT.31355
31;3;5;6;31356;CAT.31356
31;3;5;7;31357;CAT.31357
31;3;6;0;31360;CAT.31360
31;3;6;1;31361;CAT.31361
31;3;6;2;31362;CAT.31362
31;3;6;3;31363;CAT.31363
31;3;6;4;31364;CAT.31364
31;3;6;5;31365;CAT.31365
31;3;6;6;31366;CAT.31366
31;3;6;7;31367;CAT.31367
31;3;6;8;31368;CAT.31368
31;3;6;9;31369;CAT.31369
31;3;7;0;31370;CAT.31370
31;3;7;1;31371;CAT.31371
31;3;7;2;31372;CAT.31372
31;3;7;3;31373;CAT.31373
31;3;7;4;31374;CAT.31374
31;3;7;5;31375;CAT.31375
31;3;7;6;31376;CAT.31376
31;3;7;7;31377;CAT.31377
31;3;8;0;31380;CAT.31380
31;3;8;1;31381;CAT.31381
31;3;8;2;31382;CAT.31382
31;3;8;3;31383;CAT.31383
31;3;8;4;31384;CAT.31384
31;3;8;5;31385;CAT.31385
31;3;8;6;31386;CAT.31386
31;3;8;7;31387;CAT.31387
31;3;8;8;31388;CAT.31388
31;3;8;9;31389;CAT.31389
31;3;9;0;31390;CAT.31390
31;3;9;1;31391;CAT.31391
31;3;9;2;31392;CAT.31392
31;3;9;3;31393;CAT.31393
31;3;9;4;31394;CAT.31394
31;3;9;5;31395;CAT.31395
31;3;9;6;31396;CAT.31396
31;3;9;7;31397;CAT.31397
31;3;9;8;31398;CAT.31398
31;3;9;9;31399;CAT.31399
31;4;0;0;31400;CAT.31400
31;4;0;1;31401;CAT.31401
31;4;0;2;31402;CAT.31402
31;4;0;3;31403;CAT.31403
31;4;0;4;31404;CAT.31404
31;4;0;5;31405;CAT.31405
31;4;1;0;31410;CAT.31410
31;4;1;1;31411;CAT.31411
31;4;1;2;31412;CAT.31412
31;4;2;0;31420;CAT.31420
31;4;2;1;31421;CAT.31421
31;4;2;2;31422;CAT.31422
31;4;3;0;31430;CAT.31430
31;4;3;1;31431;CAT.31431
31;4;3;2;31432;CAT.31432
31;4;3;3;31433;CAT.31433
31;4;3;4;31434;CAT.31434
31;4;4;0;31440;CAT.31440
31;4;4;1;31441;CAT.31441
31;4;4;2;31442;CAT.31442
31;4;5;0;31450;CAT.31450
31;4;5;1;31451;CAT.31451
31;4;5;2;31452;CAT.31452
31;4;5;3;31453;CAT.31453
31;4;5;4;31454;CAT.31454
31;4;6;0;31460;CAT.31460
31;4;6;1;31461;CAT.31461
31;4;6;2;31462;CAT.31462
31;4;6;3;31463;CAT.31463
31;4;6;4;31464;CAT.31464
31;4;6;5;31465;CAT.31465
31;4;7;0;31470;CAT.31470
31;4;7;1;31471;CAT.31471
31;4;7;2;31472;CAT.31472
31;4;7;3;31473;CAT.31473
31;4;7;4;31474;CAT.31474
31;4;7;5;31475;CAT.31475
31;4;8;0;31480;CAT.31480
31;4;8;1;31481;CAT.31481
31;4;9;0;31490;CAT.31490
31;4;9;9;31499;CAT.31499
31;5;0;0;31500;CAT.31500
31;5;0;1;31501;CAT.31501
31;5;0;2;31502;CAT.31502
31;5;0;3;31503;CAT.31503
31;5;0;4;31504;CAT.31504
31;5;0;5;31505;CAT.31505
31;5;0;6;31506;CAT.31506
31;5;1;0;31510;CAT.31510
31;5;1;2;31512;CAT.31512
31;5;1;3;31513;CAT.31513
31;5;2;0;31520;CAT.31520
31;5;2;1;31521;CAT.31521
31;5;2;2;31522;CAT.31522
31;5;2;3;31523;CAT.31523
31;5;2;4;31524;CAT.31524
31;5;2;5;31525;CAT.31525
31;5;2;6;31526;CAT.31526
31;5;2;7;31527;CAT.31527
31;5;3;0;31530;CAT.31530
31;5;3;1;31531;CAT.31531
31;5;3;2;31532;CAT.31532
31;5;3;3;31533;CAT.31533
31;5;3;5;31535;CAT.31535
31;5;4;0;31540;CAT.31540
31;5;4;1;31541;CAT.31541
31;5;4;2;31542;CAT.31542
31;5;4;3;31543;CAT.31543
31;5;4;4;31544;CAT.31544
31;5;4;5;31545;CAT.31545
31;5;4;6;31546;CAT.31546
31;5;4;7;31547;CAT.31547
31;5;5;0;31550;CAT.31550
31;5;5;1;31551;CAT.31551
31;5;6;0;31560;CAT.31560
31;5;6;1;31561;CAT.31561
31;5;6;2;31562;CAT.31562
31;5;6;3;31563;CAT.31563
31;5;6;4;31564;CAT.31564
31;5;7;0;31570;CAT.31570
31;5;7;1;31571;CAT.31571
31;6;0;0;31600;CAT.31600
31;6;0;1;31601;CAT.31601
31;6;1;0;31610;CAT.31610
31;6;1;1;31611;CAT.31611
31;6;2;0;31620;CAT.31620
31;6;2;1;31621;CAT.31621
31;6;3;0;31630;CAT.31630
31;6;3;1;31631;CAT.31631
31;6;4;0;31640;CAT.31640
31;6;4;1;31641;CAT.31641
31;6;5;0;31650;CAT.31650
31;6;5;1;31651;CAT.31651
31;6;5;2;31652;CAT.31652
31;6;6;0;31660;CAT.31660
31;6;6;1;31661;CAT.31661
31;6;6;2;31662;CAT.31662
31;6;7;0;31670;CAT.31670
31;6;7;1;31671;CAT.31671
31;6;7;2;31672;CAT.31672
31;6;8;0;31680;CAT.31680
31;6;8;1;31681;CAT.31681
31;6;8;2;31682;CAT.31682
31;6;8;3;31683;CAT.31683
31;6;8;4;31684;CAT.31684
31;6;8;5;31685;CAT.31685
31;6;8;6;31686;CAT.31686
31;6;8;7;31687;CAT.31687
31;6;8;8;31688;CAT.31688
31;6;8;9;31689;CAT.31689
31;6;9;0;31690;CAT.31690
31;6;9;1;31691;CAT.31691
31;7;0;0;31700;CAT.31700
31;7;0;1;31701;CAT.31701
31;7;0;2;31702;CAT.31702
31;7;0;3;31703;CAT.31703
31;7;0;4;31704;CAT.31704
31;7;1;0;31710;CAT.31710
31;7;1;1;31711;CAT.31711
31;7;1;2;31712;CAT.31712
31;7;2;0;31720;CAT.31720
31;7;2;1;31721;CAT.31721
31;7;3;0;31730;CAT.31730
31;7;3;1;31731;CAT.31731
31;7;3;2;31732;CAT.31732
31;7;3;3;31733;CAT.31733
31;7;3;4;31734;CAT.31734
31;7;3;5;31735;CAT.31735
31;7;3;6;31736;CAT.31736
31;7;3;7;31737;CAT.31737
31;7;3;8;31738;CAT.31738
31;7;3;9;31739;CAT.31739
31;7;4;0;31740;CAT.31740
31;7;4;1;31741;CAT.31741
31;7;4;2;31742;CAT.31742
31;7;4;3;31743;CAT.31743
31;7;4;4;31744;CAT.31744
31;7;5;0;31750;CAT.31750
31;7;5;1;31751;CAT.31751
31;7;5;2;31752;CAT.31752
31;7;5;3;31753;CAT.31753
31;7;5;4;31754;CAT.31754
31;7;5;5;31755;CAT.31755
31;7;6;0;31760;CAT.31760
31;7;6;1;31761;CAT.31761
31;7;6;2;31762;CAT.31762
31;7;6;3;31763;CAT.31763
31;7;6;4;31764;CAT.31764
31;7;6;5;31765;CAT.31765
31;7;7;0;31770;CAT.31770
31;7;7;1;31771;CAT.31771
31;7;7;2;31772;CAT.31772
31;7;7;3;31773;CAT.31773
31;7;7;4;31774;CAT.31774
31;8;0;0;31800;CAT.31800
31;8;0;1;31801;CAT.31801
31;8;0;2;31802;CAT.31802
31;8;0;3;31803;CAT.31803
31;8;0;4;31804;CAT.31804
31;8;1;0;31810;CAT.31810
31;8;1;1;31811;CAT.31811
31;8;1;2;31812;CAT.31812
31;8;1;3;31813;CAT.31813
31;8;2;0;31820;CAT.31820
31;8;2;1;31821;CAT.31821
31;8;2;2;31822;CAT.31822
31;8;2;3;31823;CAT.31823
31;8;2;4;31824;CAT.31824
31;8;3;0;31830;CAT.31830
31;8;3;1;31831;CAT.31831
31;8;3;2;31832;CAT.31832
31;8;3;3;31833;CAT.31833
31;8;3;4;31834;CAT.31834
31;8;3;5;31835;CAT.31835
31;8;3;6;31836;CAT.31836
31;8;4;0;31840;CAT.31840
31;8;4;1;31841;CAT.31841
31;8;4;2;31842;CAT.31842
31;8;4;3;31843;CAT.31843
31;8;4;4;31844;CAT.31844
31;8;4;5;31845;CAT.31845
31;8;4;6;31846;CAT.31846
31;8;4;7;31847;CAT.31847
31;8;4;8;31848;CAT.31848
31;8;5;0;31850;CAT.31850
31;8;5;1;31851;CAT.31851
31;8;5;2;31852;CAT.31852
31;8;5;3;31853;CAT.31853
31;8;6;0;31860;CAT.31860
31;8;6;1;31861;CAT.31861
31;8;6;2;31862;CAT.31862
31;8;6;3;31863;CAT.31863
31;8;6;4;31864;CAT.31864
31;8;6;5;31865;CAT.31865
31;8;6;6;31866;CAT.31866
31;8;6;7;31867;CAT.31867
31;8;6;8;31868;CAT.31868
31;8;7;0;31870;CAT.31870
31;8;7;1;31871;CAT.31871
31;8;7;2;31872;CAT.31872
31;8;7;3;31873;CAT.31873
31;8;7;4;31874;CAT.31874
31;8;7;5;31875;CAT.31875
31;8;8;0;31880;CAT.31880
31;8;8;1;31881;CAT.31881
31;8;8;2;31882;CAT.31882
31;8;8;3;31883;CAT.31883
31;8;8;4;31884;CAT.31884
31;8;8;5;31885;CAT.31885
31;9;0;0;31900;CAT.31900
31;9;0;1;31901;CAT.31901
31;9;0;2;31902;CAT.31902
31;9;0;3;31903;CAT.31903
31;9;0;4;31904;CAT.31904
31;9;0;5;31905;CAT.31905
31;9;0;6;31906;CAT.31906
31;9;1;0;31910;CAT.31910
31;9;1;1;31911;CAT.31911
31;9;1;2;31912;CAT.31912
31;9;1;3;31913;CAT.31913
31;9;1;4;31914;CAT.31914
31;9;1;5;31915;CAT.31915
31;9;2;0;31920;CAT.31920
31;9;2;1;31921;CAT.31921
31;9;3;0;31930;CAT.31930
31;9;3;1;31931;CAT.31931
31;9;3;2;31932;CAT.31932
31;9;3;3;31933;CAT.31933
31;9;3;4;31934;CAT.31934
31;9;3;5;31935;CAT.31935
31;9;3;6;31936;CAT.31936
31;9;3;7;31937;CAT.31937
31;9;3;8;31938;CAT.31938
31;9;4;0;31940;CAT.31940
31;9;4;1;31941;CAT.31941
31;9;4;2;31942;CAT.31942
31;9;5;1;31951;CAT.31951
31;9;5;2;31952;CAT.31952
31;9;5;3;31953;CAT.31953
31;9;9;0;31990;CAT.31990
31;9;9;1;31991;CAT.31991
32;0;0;0;32000;CAT.32000
32;0;0;1;32001;CAT.32001
32;0;0;2;32002;CAT.32002
32;0;0;3;32003;CAT.32003
32;0;0;4;32004;CAT.32004
32;0;0;5;32005;CAT.32005
32;0;1;0;32010;CAT.32010
32;0;1;1;32011;CAT.32011
32;0;1;2;32012;CAT.32012
32;0;1;4;32014;CAT.32014
32;0;1;5;32015;CAT.32015
32;0;1;6;32016;CAT.32016
32;0;1;7;32017;CAT.32017
32;0;2;0;32020;CAT.32020
32;0;2;1;32021;CAT.32021
32;0;2;2;32022;CAT.32022
32;0;2;3;32023;CAT.32023
32;0;2;4;32024;CAT.32024
32;0;2;5;32025;CAT.32025
32;0;3;0;32030;CAT.32030
32;0;3;1;32031;CAT.32031
32;0;3;2;32032;CAT.32032
32;0;3;3;32033;CAT.32033
32;0;3;5;32035;CAT.32035
32;0;3;6;32036;CAT.32036
32;0;3;8;32038;CAT.32038
32;0;3;9;32039;CAT.32039
32;0;4;0;32040;CAT.32040
32;0;4;1;32041;CAT.32041
32;0;4;2;32042;CAT.32042
32;0;5;1;32051;CAT.32051
32;0;5;2;32052;CAT.32052
32;0;6;0;32060;CAT.32060
32;0;6;1;32061;CAT.32061
32;0;6;2;32062;CAT.32062
32;0;6;3;32063;CAT.32063
32;0;7;0;32070;CAT.32070
32;0;7;1;32071;CAT.32071
32;0;7;2;32072;CAT.32072
32;0;7;3;32073;CAT.32073
32;0;7;4;32074;CAT.32074
32;0;7;5;32075;CAT.32075
32;0;7;6;32076;CAT.32076
32;0;7;7;32077;CAT.32077
32;0;7;8;32078;CAT.32078
32;0;7;9;32079;CAT.32079
32;0;8;0;32080;CAT.32080
32;0;8;1;32081;CAT.32081
32;0;8;2;32082;CAT.32082
32;0;8;3;32083;CAT.32083
32;0;8;4;32084;CAT.32084
32;0;8;5;32085;CAT.32085
32;0;8;6;32086;CAT.32086
32;0;9;0;32090;CAT.32090
32;0;9;1;32091;CAT.32091
32;0;9;2;32092;CAT.32092
32;0;9;3;32093;CAT.32093
32;0;9;4;32094;CAT.32094
32;1;0;0;32100;CAT.32100
32;1;0;1;32101;CAT.32101
32;1;0;2;32102;CAT.32102
32;1;0;3;32103;CAT.32103
32;1;1;0;32110;CAT.32110
32;1;1;1;32111;CAT.32111
32;1;1;2;32112;CAT.32112
32;1;1;4;32114;CAT.32114
32;1;2;0;32120;CAT.32120
32;1;2;1;32121;CAT.32121
32;1;2;2;32122;CAT.32122
32;2;0;0;32200;CAT.32200
32;2;0;1;32201;CAT.32201
32;2;0;2;32202;CAT.32202
32;2;0;3;32203;CAT.32203
32;2;0;4;32204;CAT.32204
32;2;1;0;32210;CAT.32210
32;2;1;1;32211;CAT.32211
32;2;1;2;32212;CAT.32212
32;2;1;3;32213;CAT.32213
32;2;1;4;32214;CAT.32214
32;2;1;5;32215;CAT.32215
32;2;1;6;32216;CAT.32216
32;2;1;7;32217;CAT.32217
32;2;1;9;32219;CAT.32219
32;2;2;0;32220;CAT.32220
32;2;2;1;32221;CAT.32221
32;2;2;2;32222;CAT.32222
32;2;2;4;32224;CAT.32224
32;2;2;5;32225;CAT.32225
32;2;2;6;32226;CAT.32226
32;2;2;7;32227;CAT.32227
32;2;2;8;32228;CAT.32228
32;2;3;0;32230;CAT.32230
32;2;3;1;32231;CAT.32231
32;2;3;2;32232;CAT.32232
32;2;3;3;32233;CAT.32233
32;2;3;4;32234;CAT.32234
32;2;3;5;32235;CAT.32235
32;2;3;6;32236;CAT.32236
32;2;4;0;32240;CAT.32240
32;2;4;1;32241;CAT.32241
32;2;4;2;32242;CAT.32242
32;2;5;0;32250;CAT.32250
32;2;5;1;32251;CAT.32251
32;2;5;2;32252;CAT.32252
32;2;5;3;32253;CAT.32253
32;2;6;0;32260;CAT.32260
32;2;6;1;32261;CAT.32261
32;2;6;2;32262;CAT.32262
32;2;6;3;32263;CAT.32263
32;2;6;7;32267;CAT.32267
32;2;6;8;32268;CAT.32268
32;2;7;0;32270;CAT.32270
32;2;7;1;32271;CAT.32271
32;2;7;2;32272;CAT.32272
32;2;7;3;32273;CAT.32273
32;2;7;4;32274;CAT.32274
32;2;7;5;32275;CAT.32275
32;2;7;6;32276;CAT.32276
32;2;7;7;32277;CAT.32277
32;2;7;8;32278;CAT.32278
32;2;9;0;32290;CAT.32290
32;2;9;1;32291;CAT.32291
32;2;9;2;32292;CAT.32292
32;2;9;3;32293;CAT.32293
32;2;9;4;32294;CAT.32294
32;3;0;0;32300;CAT.32300
32;3;0;1;32301;CAT.32301
32;3;0;2;32302;CAT.32302
32;3;0;3;32303;CAT.32303
32;3;1;0;32310;CAT.32310
32;3;1;1;32311;CAT.32311
32;3;1;2;32312;CAT.32312
32;3;2;0;32320;CAT.32320
32;3;2;1;32321;CAT.32321
32;3;2;2;32322;CAT.32322
32;3;2;3;32323;CAT.32323
32;3;2;4;32324;CAT.32324
32;3;2;5;32325;CAT.32325
32;3;3;0;32330;CAT.32330
32;3;3;1;32331;CAT.32331
32;3;3;2;32332;CAT.32332
32;3;3;3;32333;CAT.32333
32;3;4;0;32340;CAT.32340
32;3;4;1;32341;CAT.32341
32;3;4;2;32342;CAT.32342
32;3;5;0;32350;CAT.32350
32;3;5;1;32351;CAT.32351
32;3;5;2;32352;CAT.32352
32;3;5;3;32353;CAT.32353
32;3;5;4;32354;CAT.32354
32;3;5;5;32355;CAT.32355
32;3;6;0;32360;CAT.32360
32;3;6;1;32361;CAT.32361
32;3;7;1;32371;CAT.32371
32;3;7;2;32372;CAT.32372
32;3;7;3;32373;CAT.32373
32;3;7;4;32374;CAT.32374
32;3;8;0;32380;CAT.32380
32;3;8;1;32381;CAT.32381
32;3;8;2;32382;CAT.32382
32;3;8;3;32383;CAT.32383
32;3;8;4;32384;CAT.32384
32;3;9;0;32390;CAT.32390
32;3;9;1;32391;CAT.32391
32;4;0;0;32400;CAT.32400
32;4;0;2;32402;CAT.32402
32;4;1;0;32410;CAT.32410
32;4;1;1;32411;CAT.32411
32;4;2;0;32420;CAT.32420
32;4;2;1;32421;CAT.32421
32;4;2;2;32422;CAT.32422
32;4;2;3;32423;CAT.32423
32;4;2;4;32424;CAT.32424
32;4;2;5;32425;CAT.32425
32;4;3;0;32430;CAT.32430
32;4;4;0;32440;CAT.32440
32;4;4;1;32441;CAT.32441
32;4;4;2;32442;CAT.32442
32;4;4;3;32443;CAT.32443
32;4;4;4;32444;CAT.32444
32;4;4;5;32445;CAT.32445
32;4;4;6;32446;CAT.32446
32;4;4;7;32447;CAT.32447
32;4;4;8;32448;CAT.32448
32;4;5;0;32450;CAT.32450
32;4;5;1;32451;CAT.32451
32;4;5;3;32453;CAT.32453
32;4;5;4;32454;CAT.32454
32;4;5;5;32455;CAT.32455
32;4;5;6;32456;CAT.32456
32;4;5;7;32457;CAT.32457
32;4;5;9;32459;CAT.32459
32;4;9;9;32499;CAT.32499
32;5;0;0;32500;CAT.32500
32;5;0;1;32501;CAT.32501
32;5;0;2;32502;CAT.32502
32;5;0;3;32503;CAT.32503
32;5;1;0;32510;CAT.32510
32;5;2;1;32521;CAT.32521
32;5;2;2;32522;CAT.32522
32;5;2;3;32523;CAT.32523
32;5;3;0;32530;CAT.32530
32;5;3;1;32531;CAT.32531
32;5;3;2;32532;CAT.32532
32;5;3;3;32533;CAT.32533
32;5;3;4;32534;CAT.32534
32;5;3;5;32535;CAT.32535
32;5;3;6;32536;CAT.32536
32;5;3;7;32537;CAT.32537
32;5;3;8;32538;CAT.32538
32;6;0;0;32600;CAT.32600
32;6;0;1;32601;CAT.32601
32;6;0;2;32602;CAT.32602
32;6;0;3;32603;CAT.32603
32;6;0;4;32604;CAT.32604
32;6;0;5;32605;CAT.32605
32;6;0;6;32606;CAT.32606
32;6;0;7;32607;CAT.32607
32;6;0;8;32608;CAT.32608
32;6;0;9;32609;CAT.32609
32;6;1;0;32610;CAT.32610
32;6;1;1;32611;CAT.32611
32;6;1;2;32612;CAT.32612
32;6;1;3;32613;CAT.32613
32;6;1;4;32614;CAT.32614
32;6;1;5;32615;CAT.32615
32;6;1;6;32616;CAT.32616
32;6;1;7;32617;CAT.32617
32;6;1;8;32618;CAT.32618
32;6;1;9;32619;CAT.32619
32;6;2;0;32620;CAT.32620
32;6;2;1;32621;CAT.32621
32;6;2;2;32622;CAT.32622
32;6;2;3;32623;CAT.32623
32;6;2;4;32624;CAT.32624
32;6;2;5;32625;CAT.32625
32;6;2;6;32626;CAT.32626
32;6;2;7;32627;CAT.32627
32;6;2;8;32628;CAT.32628
32;6;2;9;32629;CAT.32629
32;6;3;0;32630;CAT.32630
32;6;3;1;32631;CAT.32631
32;6;3;2;32632;CAT.32632
32;6;3;3;32633;CAT.32633
32;6;3;4;32634;CAT.32634
32;6;3;5;32635;CAT.32635
32;6;3;6;32636;CAT.32636
32;6;3;7;32637;CAT.32637
32;6;3;8;32638;CAT.32638
32;6;3;9;32639;CAT.32639
32;6;4;0;32640;CAT.32640
32;6;4;1;32641;CAT.32641
32;6;4;2;32642;CAT.32642
32;6;4;3;32643;CAT.32643
32;6;4;4;32644;CAT.32644
32;6;4;5;32645;CAT.32645
32;6;4;6;32646;CAT.32646
32;6;4;7;32647;CAT.32647
32;6;5;0;32650;CAT.32650
32;6;5;1;32651;CAT.32651
32;6;5;2;32652;CAT.32652
32;6;5;3;32653;CAT.32653
32;6;5;4;32654;CAT.32654
32;6;5;5;32655;CAT.32655
32;6;5;6;32656;CAT.32656
32;6;5;7;32657;CAT.32657
32;6;5;8;32658;CAT.32658
32;6;6;0;32660;CAT.32660
32;6;6;1;32661;CAT.32661
32;6;6;2;32662;CAT.32662
32;6;6;3;32663;CAT.32663
32;6;6;4;32664;CAT.32664
32;6;6;5;32665;CAT.32665
32;6;6;6;32666;CAT.32666
32;6;7;0;32670;CAT.32670
32;6;7;1;32671;CAT.32671
32;6;7;2;32672;CAT.32672
32;6;7;3;32673;CAT.32673
32;6;7;4;32674;CAT.32674
32;6;7;5;32675;CAT.32675
32;6;7;6;32676;CAT.32676
32;6;7;7;32677;CAT.32677
32;6;7;8;32678;CAT.32678
32;6;7;9;32679;CAT.32679
32;6;8;0;32680;CAT.32680
32;6;8;1;32681;CAT.32681
32;6;8;2;32682;CAT.32682
32;6;8;3;32683;CAT.32683
32;6;8;4;32684;CAT.32684
32;6;8;5;32685;CAT.32685
32;6;8;6;32686;CAT.32686
32;6;8;7;32687;CAT.32687
32;6;8;8;32688;CAT.32688
32;7;0;0;32700;CAT.32700
32;7;0;1;32701;CAT.32701
32;7;0;2;32702;CAT.32702
32;7;0;3;32703;CAT.32703
32;7;0;4;32704;CAT.32704
32;7;0;5;32705;CAT.32705
32;7;0;6;32706;CAT.32706
32;7;0;7;32707;CAT.32707
32;7;0;8;32708;CAT.32708
32;7;0;9;32709;CAT.32709
32;7;1;0;32710;CAT.32710
32;7;1;1;32711;CAT.32711
32;7;2;0;32720;CAT.32720
32;7;2;1;32721;CAT.32721
32;7;2;2;32722;CAT.32722
32;7;2;3;32723;CAT.32723
32;7;2;4;32724;CAT.32724
32;7;2;5;32725;CAT.32725
32;7;3;0;32730;CAT.32730
32;7;3;1;32731;CAT.32731
32;7;3;2;32732;CAT.32732
32;7;3;3;32733;CAT.32733
32;7;4;0;32740;CAT.32740
32;7;4;1;32741;CAT.32741
32;8;0;0;32800;CAT.32800
32;8;0;1;32801;CAT.32801
32;8;0;2;32802;CAT.32802
32;8;0;3;32803;CAT.32803
32;8;0;4;32804;CAT.32804
32;8;0;5;32805;CAT.32805
32;8;0;6;32806;CAT.32806
32;8;0;7;32807;CAT.32807
32;8;0;8;32808;CAT.32808
32;8;1;0;32810;CAT.32810
32;8;1;1;32811;CAT.32811
32;8;1;2;32812;CAT.32812
32;8;1;3;32813;CAT.32813
32;8;1;4;32814;CAT.32814
32;8;1;5;32815;CAT.32815
32;8;1;6;32816;CAT.32816
32;8;1;7;32817;CAT.32817
32;8;1;8;32818;CAT.32818
32;8;1;9;32819;CAT.32819
32;8;2;0;32820;CAT.32820
32;8;2;1;32821;CAT.32821
32;8;2;2;32822;CAT.32822
32;8;2;3;32823;CAT.32823
32;8;2;4;32824;CAT.32824
32;8;3;0;32830;CAT.32830
32;8;3;1;32831;CAT.32831
32;8;3;2;32832;CAT.32832
32;8;3;3;32833;CAT.32833
32;8;3;4;32834;CAT.32834
32;8;3;5;32835;CAT.32835
32;8;3;6;32836;CAT.32836
32;8;3;7;32837;CAT.32837
32;8;3;8;32838;CAT.32838
32;8;3;9;32839;CAT.32839
32;8;4;0;32840;CAT.32840
32;8;4;1;32841;CAT.32841
32;8;4;2;32842;CAT.32842
32;8;5;0;32850;CAT.32850
32;8;5;1;32851;CAT.32851
32;8;6;0;32860;CAT.32860
32;8;6;1;32861;CAT.32861
32;8;6;2;32862;CAT.32862
32;8;6;3;32863;CAT.32863
32;8;6;4;32864;CAT.32864
32;8;6;5;32865;CAT.32865
32;8;6;6;32866;CAT.32866
32;8;6;7;32867;CAT.32867
32;8;9;0;32890;CAT.32890
32;8;9;1;32891;CAT.32891
32;9;0;0;32900;CAT.32900
32;9;0;1;32901;CAT.32901
32;9;0;2;32902;CAT.32902
32;9;0;3;32903;CAT.32903
32;9;0;4;32904;CAT.32904
32;9;0;5;32905;CAT.32905
